school_id,pupil_id,grade,attendance_records,present_records
16230,20582,Grade 3,68,52
356775,20583,Grade 2,57,43
489918,20587,Grade 4,44,43
20972,20588,Grade 4,102,68
173720,20589,Grade 4,85,72
9342,20590,Grade 5,95,62
230373,20592,Grade 3,81,69
822894,20593,Grade 3,40,13
175100,20595,Grade 2,58,41
406350,20596,Grade 3,97,86
7956,20597,Grade 4,69,65
421680,20599,Grade 4,103,81
324884,20601,Grade 1,83,59
25263,20602,Grade 1,92,83
963352,20603,Grade 2,109,80
583940,20604,Grade 4,104,78
359640,20605,Grade 1,78,62
687400,20606,Grade 1,99,88
88122,20607,Grade 3,98,69
864156,20608,Grade 3,98,69
359640,20609,Grade 3,97,71
283971,20611,Grade 2,88,81
156096,20612,Grade 5,88,83
491645,20613,Grade 3,100,71
304425,20614,Grade 5,30,25
363825,20615,Grade 3,87,56
39078,20618,Grade 4,30,19
28112,20619,Grade 4,37,33
419336,20620,Grade 5,45,40
363280,20622,Grade 3,40,35
30690,20623,Grade 3,75,41
406350,20624,Grade 5,45,40
40580,20626,Grade 1,101,66
56406,20627,Grade 1,44,41
304425,20630,Grade 1,90,80
646056,20632,Grade 5,85,76
592421,20636,Grade 2,97,94
25434,20637,Grade 2,94,77
388800,20639,Grade 1,76,59
259688,20640,Grade 5,91,61
49404,20642,Grade 1,93,52
53103,20643,Grade 2,102,81
293664,20646,Grade 3,80,47
34675,20647,Grade 1,92,75
304425,20648,Grade 3,80,72
196896,20650,Grade 4,86,36
25263,20652,Grade 5,37,36
25263,20654,Grade 2,100,70
223941,20657,Grade 4,63,40
136992,20659,Grade 3,43,19
286984,20660,Grade 4,90,65
759451,20662,Grade 2,49,33
36848,20664,Grade 1,80,68
403506,20667,Grade 2,82,76
34675,20673,Grade 2,98,87
822894,20677,Grade 2,92,85
616880,20678,Grade 3,29,9
283971,20679,Grade 3,91,89
565811,20681,Grade 2,94,78
34092,20682,Grade 1,53,38
687400,20684,Grade 2,102,53
687400,20685,Grade 5,46,43
118338,20688,Grade 3,91,85
359640,20689,Grade 4,85,65
403506,20694,Grade 2,82,72
32940,20698,Grade 3,29,4
323877,20700,Grade 1,98,85
563568,20701,Grade 4,86,69
108210,20703,Grade 4,93,73
10904,20709,Grade 1,73,57
489918,20710,Grade 2,97,86
196896,20711,Grade 2,95,73
326599,20713,Grade 2,103,75
406350,20717,Grade 1,90,81
223545,20719,Grade 1,84,75
206948,20725,Grade 4,45,36
419336,20727,Grade 4,91,78
963352,20728,Grade 3,108,60
65520,20732,Grade 4,87,55
196896,20733,Grade 1,94,66
47025,20734,Grade 1,88,85
34675,20735,Grade 5,101,91
419336,20737,Grade 2,98,87
304425,20738,Grade 5,30,29
304425,20740,Grade 1,90,85
286984,20741,Grade 2,81,69
363825,20743,Grade 2,91,81
958934,20750,Grade 4,90,79
314160,20751,Grade 2,105,77
46528,20752,Grade 5,89,80
607904,20753,Grade 5,67,62
39078,20755,Grade 3,41,40
34675,20756,Grade 4,45,40
326599,20758,Grade 1,103,63
40580,20759,Grade 5,100,88
173720,20761,Grade 3,78,63
687400,20763,Grade 3,91,64
419336,20764,Grade 1,103,85
73360,20767,Grade 3,96,30
581940,20769,Grade 2,107,92
56406,20771,Grade 2,94,85
56803,20775,Grade 5,76,61
314160,20777,Grade 2,105,34
56803,20783,Grade 1,96,70
49404,20784,Grade 1,93,17
326599,20786,Grade 2,103,74
196896,20789,Grade 1,64,59
112034,20790,Grade 4,104,104
239870,20791,Grade 5,103,90
25263,20792,Grade 2,100,79
108210,20793,Grade 2,93,67
75848,20794,Grade 5,98,90
56803,20795,Grade 1,100,64
136992,20798,Grade 2,101,93
324884,20801,Grade 5,90,86
46684,20806,Grade 1,90,63
264915,20807,Grade 1,75,54
165300,20808,Grade 4,93,79
7956,20809,Grade 4,69,47
403506,20811,Grade 1,93,69
55770,20813,Grade 2,87,72
56406,20816,Grade 1,46,40
34092,20817,Grade 3,31,18
108210,20819,Grade 5,97,74
34675,20820,Grade 1,92,91
581940,20821,Grade 5,98,63
53103,20822,Grade 1,78,59
489918,20825,Grade 5,55,53
83388,20826,Grade 1,85,52
7956,20830,Grade 1,96,89
49404,20832,Grade 5,78,26
223545,20833,Grade 5,88,87
425124,20834,Grade 5,41,36
53103,20838,Grade 2,98,72
75848,20840,Grade 1,80,56
112034,20841,Grade 4,104,80
991980,20842,Grade 1,96,58
239870,20844,Grade 5,103,74
25434,20845,Grade 1,96,78
35175,20847,Grade 1,77,54
175100,20849,Grade 2,80,73
314160,20850,Grade 2,105,93
32940,20854,Grade 2,61,58
359640,20855,Grade 5,90,52
359640,20856,Grade 2,88,84
30690,20857,Grade 2,61,51
314160,20858,Grade 4,86,66
108210,20860,Grade 5,97,84
388800,20861,Grade 2,82,54
20972,20862,Grade 3,103,70
47025,20864,Grade 1,92,35
35175,20865,Grade 1,91,82
581940,20866,Grade 1,98,73
118338,20870,Grade 4,98,75
283971,20872,Grade 4,94,85
401898,20873,Grade 3,86,66
7956,20875,Grade 1,96,86
314160,20876,Grade 2,105,92
419336,20877,Grade 2,98,54
166905,20879,Grade 1,101,48
28860,20880,Grade 2,102,73
616880,20884,Grade 4,30,14
324884,20887,Grade 3,77,35
489918,20891,Grade 2,97,91
323877,20893,Grade 1,98,76
792,20897,Grade 2,96,60
401898,20898,Grade 3,86,82
363825,20899,Grade 3,87,53
565811,20900,Grade 5,89,74
259688,20901,Grade 2,97,86
388800,20906,Grade 3,85,74
239870,20907,Grade 1,92,71
10904,20911,Grade 3,100,90
10904,20914,Grade 1,75,45
166905,20916,Grade 2,45,23
501872,20918,Grade 4,41,34
323877,20920,Grade 4,99,85
609982,20921,Grade 5,99,57
49404,20922,Grade 2,93,62
401280,20924,Grade 5,93,78
401898,20925,Grade 1,55,49
273888,20926,Grade 4,46,42
196896,20927,Grade 3,94,43
423500,20928,Grade 5,36,36
565811,20931,Grade 5,43,36
34675,20932,Grade 3,100,80
112034,20933,Grade 3,101,92
230373,20936,Grade 2,101,90
39078,20937,Grade 4,26,24
406350,20939,Grade 3,97,83
196896,20945,Grade 1,94,79
49404,20946,Grade 5,101,86
7956,20949,Grade 3,81,77
25434,20951,Grade 5,97,85
32940,20953,Grade 5,81,60
9342,20956,Grade 5,43,43
286984,20958,Grade 3,59,57
363280,20959,Grade 2,92,68
73360,20960,Grade 1,95,79
419336,20961,Grade 3,95,75
56803,20962,Grade 3,97,83
75848,20964,Grade 3,98,61
419336,20968,Grade 1,103,90
56803,20969,Grade 4,98,98
8084,20971,Grade 1,107,50
388800,20973,Grade 4,81,65
592421,20977,Grade 4,102,68
34092,20979,Grade 1,53,28
16230,20981,Grade 4,32,32
264915,20983,Grade 2,96,72
607904,20988,Grade 1,83,66
7956,20989,Grade 4,36,36
359640,20990,Grade 3,97,66
264915,20991,Grade 2,96,71
323877,20992,Grade 1,98,91
489918,20994,Grade 1,102,92
822894,20995,Grade 4,39,9
226128,20996,Grade 1,100,45
5502,20997,Grade 5,87,43
28860,20998,Grade 2,102,88
991980,21002,Grade 2,73,70
425124,21003,Grade 5,90,87
401898,21004,Grade 1,55,51
329344,21006,Grade 2,49,40
156096,21009,Grade 2,94,55
601798,21012,Grade 1,101,52
16230,21015,Grade 4,74,57
609982,21017,Grade 2,80,65
196896,21020,Grade 2,95,78
283971,21021,Grade 5,98,90
792,21022,Grade 3,104,71
230373,21023,Grade 1,95,65
286984,21024,Grade 3,59,44
406350,21028,Grade 1,89,72
34092,21030,Grade 5,39,39
239870,21031,Grade 4,99,47
565811,21034,Grade 3,93,90
491645,21036,Grade 5,97,84
963352,21038,Grade 3,108,58
8084,21039,Grade 1,107,57
112034,21046,Grade 2,101,85
323877,21047,Grade 3,48,41
36848,21048,Grade 3,100,86
421680,21050,Grade 4,45,43
792,21052,Grade 2,96,79
563568,21053,Grade 2,90,59
206948,21054,Grade 2,102,81
628537,21056,Grade 2,86,85
223941,21058,Grade 3,74,61
46684,21061,Grade 3,48,37
687400,21066,Grade 1,99,91
226128,21067,Grade 4,86,81
264915,21070,Grade 4,70,69
36848,21071,Grade 2,100,88
416,21072,Grade 4,99,91
575416,21073,Grade 1,95,84
226128,21076,Grade 4,86,69
5502,21078,Grade 4,64,56
563568,21080,Grade 2,90,87
49404,21084,Grade 5,85,32
83388,21085,Grade 5,95,84
49404,21086,Grade 3,45,34
563568,21088,Grade 1,95,64
112034,21089,Grade 3,101,81
324884,21092,Grade 2,69,30
283971,21093,Grade 4,94,81
687400,21096,Grade 2,102,83
168804,21098,Grade 5,55,31
581940,21099,Grade 5,98,88
42240,21105,Grade 1,101,79
356775,21108,Grade 3,81,72
56803,21109,Grade 5,76,69
759451,21110,Grade 3,20,20
616880,21112,Grade 4,30,22
5502,21115,Grade 2,94,47
8084,21116,Grade 1,107,75
218688,21119,Grade 3,26,26
363280,21121,Grade 5,85,47
28860,21122,Grade 3,99,41
165300,21123,Grade 2,100,52
49698,21126,Grade 4,83,78
489918,21129,Grade 1,102,101
489918,21130,Grade 4,44,41
388800,21131,Grade 4,83,80
42240,21133,Grade 1,101,87
218688,21141,Grade 3,76,68
14475,21144,Grade 4,47,43
363825,21147,Grade 2,91,74
223941,21153,Grade 3,74,44
792,21154,Grade 3,48,43
49698,21155,Grade 5,86,57
28860,21157,Grade 1,86,70
56803,21158,Grade 4,98,81
616880,21159,Grade 3,29,23
108210,21160,Grade 5,89,73
223941,21161,Grade 2,97,70
108210,21162,Grade 4,93,86
628537,21167,Grade 1,95,62
230373,21171,Grade 1,96,63
583940,21172,Grade 2,79,62
30690,21175,Grade 1,77,47
283971,21176,Grade 2,88,33
581940,21177,Grade 1,98,63
30690,21178,Grade 4,85,17
326599,21179,Grade 3,102,84
55770,21180,Grade 3,95,72
304425,21181,Grade 3,80,74
324884,21182,Grade 4,38,28
628537,21186,Grade 2,86,61
423500,21188,Grade 5,87,63
35175,21190,Grade 3,77,68
108210,21191,Grade 1,89,59
359640,21192,Grade 1,78,58
136992,21193,Grade 1,65,31
46528,21194,Grade 5,45,29
47025,21195,Grade 4,103,97
363280,21196,Grade 1,82,33
25263,21200,Grade 2,100,60
206948,21202,Grade 2,102,71
47025,21204,Grade 4,103,102
32940,21207,Grade 3,28,17
864156,21210,Grade 3,98,80
14475,21211,Grade 1,80,52
329344,21213,Grade 2,49,38
206948,21214,Grade 4,99,48
259688,21217,Grade 3,88,81
83388,21218,Grade 5,95,90
17404,21220,Grade 4,45,34
264915,21221,Grade 1,102,82
273888,21222,Grade 1,99,74
53103,21223,Grade 3,96,80
628537,21224,Grade 3,88,77
28112,21225,Grade 2,78,69
273888,21226,Grade 5,39,37
49404,21229,Grade 3,100,48
49404,21231,Grade 3,45,37
991980,21235,Grade 1,96,63
56803,21236,Grade 1,100,80
34092,21238,Grade 1,53,29
264915,21239,Grade 3,106,81
563568,21241,Grade 4,37,32
501872,21242,Grade 4,3,3
264915,21245,Grade 5,46,25
616880,21246,Grade 4,30,22
401898,21248,Grade 4,73,56
16230,21251,Grade 2,87,73
616880,21252,Grade 5,23,10
991980,21253,Grade 4,91,69
16230,21255,Grade 2,87,75
363825,21268,Grade 1,83,72
8084,21269,Grade 5,96,59
30690,21271,Grade 1,47,21
283971,21272,Grade 4,94,77
401280,21273,Grade 1,95,55
226128,21275,Grade 3,88,81
601798,21278,Grade 1,87,26
8084,21279,Grade 1,107,68
39078,21280,Grade 2,89,50
10904,21281,Grade 3,100,91
425124,21282,Grade 1,94,68
607904,21285,Grade 1,83,35
56803,21288,Grade 1,100,86
56803,21289,Grade 4,98,72
304425,21291,Grade 4,94,75
175100,21292,Grade 4,46,44
565811,21293,Grade 3,93,71
401280,21296,Grade 3,89,77
49698,21298,Grade 1,92,85
239870,21303,Grade 2,109,61
196896,21308,Grade 3,94,75
239870,21310,Grade 2,109,77
9342,21312,Grade 4,91,70
425124,21313,Grade 1,96,92
286984,21314,Grade 1,102,90
326599,21315,Grade 1,103,88
49698,21316,Grade 2,70,41
230373,21317,Grade 1,96,81
39078,21318,Grade 3,87,35
32940,21320,Grade 2,58,36
56803,21321,Grade 1,100,82
687400,21322,Grade 4,101,94
55770,21323,Grade 4,83,29
592421,21325,Grade 2,97,79
226128,21327,Grade 3,90,89
25263,21328,Grade 3,91,82
257904,21329,Grade 4,88,86
223545,21330,Grade 1,84,60
239870,21337,Grade 3,98,54
88122,21341,Grade 4,104,92
314160,21345,Grade 5,82,75
175100,21346,Grade 2,80,66
403506,21347,Grade 5,86,63
206948,21348,Grade 3,90,60
34092,21349,Grade 3,37,13
30690,21350,Grade 1,77,63
46528,21352,Grade 2,87,40
42240,21353,Grade 5,104,72
323877,21356,Grade 1,96,80
425124,21357,Grade 2,99,82
156096,21363,Grade 1,19,16
609982,21368,Grade 4,93,88
34675,21372,Grade 4,90,54
239870,21375,Grade 1,74,46
218688,21376,Grade 4,53,39
259688,21377,Grade 5,73,53
55770,21383,Grade 2,92,20
108210,21384,Grade 3,96,31
65520,21386,Grade 5,85,71
201569,21387,Grade 5,41,41
501872,21389,Grade 1,74,55
286984,21390,Grade 4,39,39
963352,21391,Grade 4,104,84
25434,21393,Grade 3,86,80
73360,21396,Grade 4,40,34
196896,21397,Grade 3,94,74
565811,21398,Grade 3,93,76
581940,21399,Grade 1,96,71
858450,21400,Grade 1,64,15
25263,21401,Grade 1,92,82
155343,21405,Grade 2,94,89
259688,21406,Grade 4,98,73
223545,21407,Grade 3,86,80
323877,21408,Grade 1,98,77
34675,21410,Grade 4,90,76
49698,21414,Grade 3,95,72
329344,21415,Grade 3,91,72
226128,21417,Grade 1,97,87
8084,21418,Grade 5,92,55
7956,21420,Grade 2,95,66
592421,21427,Grade 4,102,91
909600,21430,Grade 1,79,64
297076,21433,Grade 2,80,72
575416,21435,Grade 1,95,86
28112,21438,Grade 5,45,28
239870,21443,Grade 3,98,59
108210,21444,Grade 3,96,79
501872,21445,Grade 1,74,70
822894,21450,Grade 5,72,45
359640,21451,Grade 1,78,47
858450,21453,Grade 5,86,63
323877,21454,Grade 5,94,66
958934,21459,Grade 5,95,88
314160,21467,Grade 3,107,81
401280,21469,Grade 2,95,79
47025,21471,Grade 4,103,93
581940,21472,Grade 3,105,69
419336,21475,Grade 3,97,72
42240,21478,Grade 5,104,72
17404,21479,Grade 1,103,68
425124,21480,Grade 5,91,57
53103,21482,Grade 5,90,56
581940,21487,Grade 1,96,67
575416,21489,Grade 4,62,45
363280,21494,Grade 2,96,76
25434,21496,Grade 2,93,71
83388,21498,Grade 3,76,63
601798,21499,Grade 3,99,68
49698,21500,Grade 4,83,64
56406,21501,Grade 4,37,14
601798,21502,Grade 3,99,87
792,21503,Grade 1,95,64
47025,21505,Grade 2,101,80
36848,21507,Grade 2,100,53
304425,21508,Grade 1,90,61
49404,21509,Grade 3,100,64
401898,21512,Grade 1,55,51
10904,21514,Grade 5,98,74
25263,21515,Grade 2,100,82
65520,21517,Grade 1,69,53
10904,21521,Grade 1,75,29
491645,21523,Grade 5,44,42
447445,21524,Grade 2,92,74
501872,21525,Grade 2,32,30
166905,21526,Grade 4,74,42
196896,21527,Grade 2,95,95
10904,21533,Grade 3,100,87
583940,21534,Grade 5,47,40
419336,21539,Grade 4,91,61
7956,21542,Grade 4,69,24
575416,21543,Grade 5,64,64
425124,21545,Grade 2,99,77
609982,21546,Grade 5,99,87
909600,21547,Grade 4,103,91
257904,21551,Grade 4,88,81
401280,21556,Grade 3,89,60
201569,21557,Grade 3,100,59
53103,21560,Grade 3,96,62
118338,21561,Grade 4,98,64
359640,21563,Grade 1,78,70
406350,21567,Grade 1,90,76
991980,21571,Grade 1,96,61
286984,21572,Grade 2,81,65
388800,21577,Grade 5,34,28
403506,21578,Grade 3,92,62
324884,21579,Grade 5,38,37
646056,21581,Grade 5,85,81
17404,21582,Grade 2,87,76
175100,21583,Grade 2,80,74
489918,21584,Grade 2,97,83
20972,21588,Grade 2,103,60
34092,21589,Grade 5,41,39
489918,21590,Grade 5,38,29
34675,21593,Grade 2,98,76
88122,21595,Grade 4,104,75
118338,21598,Grade 2,101,81
329344,21599,Grade 2,49,34
563568,21601,Grade 1,95,82
363280,21604,Grade 2,96,53
20972,21608,Grade 5,95,86
687400,21609,Grade 4,44,44
864156,21615,Grade 4,98,90
646056,21616,Grade 3,43,32
55770,21618,Grade 3,43,40
166905,21619,Grade 2,45,38
419336,21625,Grade 1,103,82
403506,21628,Grade 1,98,56
166905,21629,Grade 2,45,27
65520,21631,Grade 1,69,40
581940,21632,Grade 2,106,87
329344,21634,Grade 2,49,46
17404,21639,Grade 3,91,82
56803,21642,Grade 1,100,96
293664,21646,Grade 3,83,55
425124,21649,Grade 3,84,79
16230,21652,Grade 2,87,60
226128,21653,Grade 1,100,74
416,21655,Grade 2,102,75
56803,21656,Grade 1,100,58
491645,21660,Grade 3,100,68
601798,21661,Grade 3,99,53
264915,21662,Grade 2,96,80
491645,21666,Grade 5,97,63
35175,21667,Grade 2,97,65
324884,21673,Grade 3,77,59
34675,21674,Grade 1,92,61
55770,21679,Grade 3,91,64
20972,21680,Grade 1,103,30
88122,21681,Grade 3,98,74
20972,21683,Grade 5,43,19
34092,21686,Grade 1,53,17
646056,21688,Grade 5,85,74
501872,21689,Grade 4,41,39
20972,21690,Grade 3,86,62
447445,21691,Grade 3,85,64
20972,21692,Grade 3,103,101
273888,21694,Grade 1,99,88
10904,21695,Grade 2,97,53
7956,21701,Grade 2,95,67
363825,21706,Grade 2,91,71
47025,21707,Grade 2,95,82
20972,21709,Grade 3,50,31
218688,21710,Grade 4,53,39
489918,21711,Grade 4,44,39
49404,21712,Grade 5,101,37
581940,21713,Grade 3,105,17
628537,21714,Grade 4,40,34
264915,21716,Grade 4,70,70
46528,21718,Grade 3,82,63
206948,21719,Grade 4,99,91
601798,21722,Grade 5,101,55
16230,21726,Grade 5,105,54
425124,21727,Grade 5,91,78
75848,21729,Grade 2,94,85
17404,21730,Grade 3,76,65
9342,21732,Grade 5,93,70
359640,21734,Grade 2,88,75
264915,21735,Grade 3,106,72
223545,21738,Grade 2,85,72
7956,21740,Grade 2,95,36
226128,21741,Grade 1,98,65
14475,21742,Grade 3,97,73
563568,21744,Grade 5,21,19
108210,21745,Grade 4,93,86
47025,21746,Grade 2,83,75
324884,21748,Grade 1,83,59
239870,21749,Grade 4,100,77
326599,21750,Grade 5,105,94
46528,21751,Grade 4,58,35
491645,21754,Grade 3,100,94
363280,21759,Grade 2,96,63
88122,21761,Grade 5,99,89
17404,21764,Grade 1,103,54
230373,21766,Grade 4,104,88
403506,21767,Grade 1,95,68
607904,21768,Grade 1,83,47
112034,21773,Grade 4,104,72
7956,21778,Grade 3,81,74
239870,21781,Grade 4,100,89
286984,21783,Grade 2,35,13
501872,21786,Grade 2,32,27
425124,21789,Grade 4,33,33
687400,21791,Grade 4,101,100
28860,21794,Grade 4,58,42
583940,21795,Grade 5,97,76
108210,21796,Grade 2,93,82
206948,21798,Grade 1,102,34
406350,21799,Grade 4,99,68
264915,21801,Grade 3,48,41
759451,21802,Grade 1,38,35
329344,21805,Grade 4,100,41
491645,21807,Grade 5,92,85
30690,21813,Grade 1,77,48
16230,21818,Grade 2,87,62
581940,21820,Grade 5,98,83
156096,21822,Grade 4,84,66
419336,21823,Grade 3,81,72
329344,21825,Grade 4,100,86
7956,21826,Grade 1,96,85
963352,21831,Grade 3,108,66
363825,21834,Grade 1,83,46
991980,21837,Grade 2,73,53
239870,21839,Grade 3,98,65
401898,21840,Grade 3,86,82
489918,21843,Grade 2,97,87
264915,21848,Grade 5,46,42
991980,21849,Grade 5,41,41
28112,21851,Grade 5,25,7
401280,21852,Grade 4,81,69
401898,21853,Grade 3,86,76
323877,21855,Grade 4,44,41
206948,21858,Grade 3,96,48
28860,21859,Grade 2,102,89
196896,21861,Grade 5,91,61
324884,21862,Grade 3,77,71
28112,21864,Grade 4,82,71
491645,21865,Grade 3,100,69
218688,21868,Grade 5,76,54
388800,21869,Grade 3,85,74
34675,21873,Grade 2,98,72
406350,21874,Grade 4,99,76
32940,21876,Grade 2,61,43
314160,21878,Grade 4,43,43
419336,21879,Grade 2,97,51
858450,21883,Grade 1,73,23
196896,21887,Grade 4,88,61
25434,21889,Grade 5,102,96
56803,21890,Grade 1,100,71
206948,21892,Grade 5,51,49
419336,21894,Grade 5,98,86
419336,21895,Grade 3,97,36
329344,21896,Grade 1,96,72
34675,21897,Grade 4,90,58
16230,21900,Grade 2,83,42
489918,21902,Grade 4,44,41
491645,21903,Grade 1,106,95
401898,21907,Grade 4,73,65
406350,21908,Grade 4,99,80
39078,21910,Grade 3,91,80
9342,21912,Grade 4,42,38
201569,21917,Grade 5,96,93
206948,21921,Grade 3,96,76
196896,21928,Grade 2,95,74
447445,21929,Grade 1,67,57
646056,21930,Grade 2,78,70
563568,21934,Grade 1,95,45
10904,21935,Grade 3,47,40
858450,21938,Grade 1,73,20
34092,21941,Grade 2,40,22
326599,21943,Grade 4,90,68
489918,21944,Grade 5,55,55
363825,21945,Grade 5,30,23
356775,21946,Grade 2,57,40
565811,21953,Grade 4,92,91
36848,21954,Grade 1,80,56
8084,21955,Grade 2,87,49
223941,21960,Grade 3,74,63
155343,21962,Grade 2,94,80
609982,21963,Grade 2,80,63
314160,21966,Grade 5,82,69
28112,21968,Grade 1,71,69
958934,21972,Grade 4,90,73
403506,21975,Grade 5,45,30
575416,21977,Grade 4,18,8
47025,21980,Grade 2,101,64
168804,21981,Grade 5,55,34
118338,21984,Grade 5,88,82
326599,21991,Grade 1,103,86
49698,21992,Grade 2,84,79
646056,21993,Grade 1,99,60
864156,21996,Grade 1,85,71
304425,21998,Grade 2,95,77
46684,22000,Grade 5,38,20
628537,22001,Grade 5,21,6
40580,22002,Grade 1,100,71
257904,22004,Grade 2,94,85
607904,22005,Grade 2,81,80
687400,22006,Grade 1,99,92
25434,22007,Grade 5,102,90
168804,22008,Grade 2,68,28
223941,22011,Grade 5,95,83
646056,22012,Grade 2,78,70
264915,22013,Grade 1,102,84
273888,22017,Grade 5,39,39
47025,22021,Grade 4,103,92
28860,22022,Grade 3,99,87
28112,22023,Grade 2,78,70
581940,22025,Grade 4,102,95
406350,22026,Grade 3,97,88
123695,22030,Grade 1,85,69
858450,22032,Grade 2,102,54
273888,22034,Grade 2,60,59
858450,22035,Grade 2,102,78
425124,22036,Grade 2,99,90
118338,22040,Grade 3,91,68
363280,22042,Grade 2,95,25
363825,22044,Grade 1,83,59
356775,22046,Grade 1,55,14
406350,22047,Grade 2,76,62
49404,22048,Grade 1,93,21
401280,22050,Grade 1,95,53
9342,22055,Grade 4,88,66
592421,22059,Grade 5,101,73
297076,22061,Grade 5,39,38
607904,22066,Grade 1,83,79
108210,22067,Grade 4,93,60
49404,22071,Grade 4,91,60
628537,22077,Grade 2,86,49
425124,22078,Grade 2,99,85
363825,22079,Grade 5,67,35
223941,22082,Grade 2,97,53
283971,22083,Grade 5,98,80
10904,22084,Grade 2,97,82
108210,22085,Grade 5,97,83
34092,22087,Grade 1,53,32
118338,22091,Grade 3,91,73
592421,22094,Grade 5,101,79
53103,22095,Grade 3,96,73
35175,22098,Grade 4,84,72
909600,22099,Grade 2,108,92
363280,22104,Grade 4,75,23
363825,22106,Grade 5,69,21
49698,22107,Grade 2,84,62
858450,22110,Grade 2,102,68
20972,22116,Grade 1,103,24
166905,22120,Grade 4,74,40
323877,22121,Grade 2,104,84
7956,22125,Grade 3,81,74
314160,22126,Grade 3,58,52
223941,22129,Grade 3,74,63
991980,22131,Grade 3,85,75
501872,22132,Grade 4,41,34
565811,22134,Grade 3,93,74
329344,22138,Grade 3,91,69
314160,22140,Grade 3,107,97
324884,22141,Grade 4,38,38
563568,22142,Grade 4,37,37
46528,22143,Grade 2,87,57
40580,22144,Grade 4,99,92
406350,22145,Grade 1,90,81
46528,22149,Grade 4,58,54
42240,22152,Grade 1,101,59
406350,22153,Grade 4,99,88
34092,22154,Grade 4,18,17
963352,22155,Grade 4,104,78
359640,22157,Grade 5,90,76
363280,22159,Grade 3,96,76
42240,22160,Grade 5,104,87
75848,22164,Grade 4,90,85
156096,22165,Grade 1,19,17
20972,22167,Grade 5,95,94
359640,22168,Grade 1,78,66
56803,22174,Grade 5,76,29
401280,22179,Grade 4,81,78
416,22180,Grade 4,99,76
112034,22182,Grade 3,101,93
326599,22184,Grade 2,103,88
155343,22185,Grade 1,106,78
196896,22190,Grade 2,95,92
223545,22193,Grade 1,84,64
14475,22194,Grade 5,84,52
8084,22196,Grade 2,102,87
14475,22200,Grade 1,64,42
34092,22209,Grade 4,18,18
592421,22212,Grade 2,80,65
447445,22214,Grade 1,73,45
230373,22215,Grade 1,96,82
28860,22219,Grade 3,99,77
49404,22220,Grade 1,93,67
583940,22222,Grade 2,79,58
165300,22224,Grade 1,91,69
609982,22225,Grade 2,80,58
49404,22226,Grade 1,93,56
47025,22231,Grade 1,92,53
326599,22233,Grade 1,103,89
223941,22235,Grade 3,74,53
75848,22237,Grade 3,98,83
264915,22238,Grade 3,99,77
5502,22241,Grade 2,90,51
42240,22244,Grade 5,104,93
423500,22247,Grade 2,102,75
49698,22252,Grade 1,79,23
991980,22253,Grade 3,85,78
34092,22257,Grade 4,18,3
17404,22258,Grade 5,44,7
646056,22261,Grade 3,43,38
5502,22263,Grade 3,97,54
25434,22264,Grade 1,100,82
226128,22265,Grade 4,86,66
7956,22266,Grade 5,88,67
314160,22267,Grade 4,86,74
55770,22269,Grade 4,83,21
5502,22270,Grade 5,87,77
20972,22271,Grade 1,103,96
25263,22276,Grade 1,92,63
49698,22277,Grade 2,84,72
230373,22281,Grade 5,86,40
324884,22282,Grade 5,90,63
20972,22285,Grade 3,103,94
324884,22287,Grade 1,83,77
17404,22294,Grade 5,44,33
609982,22295,Grade 1,97,87
286984,22299,Grade 5,97,77
46684,22300,Grade 2,96,64
565811,22304,Grade 5,89,45
356775,22314,Grade 2,57,45
447445,22317,Grade 1,73,30
583940,22319,Grade 1,82,58
991980,22321,Grade 4,91,75
20972,22323,Grade 4,102,82
123695,22324,Grade 3,81,56
16230,22325,Grade 3,105,85
7956,22328,Grade 1,96,65
136992,22329,Grade 1,65,58
363825,22332,Grade 5,60,37
304425,22334,Grade 3,80,72
324884,22338,Grade 4,90,71
17404,22339,Grade 5,100,24
421680,22340,Grade 5,85,66
5502,22343,Grade 4,64,57
283971,22347,Grade 5,46,34
108210,22350,Grade 1,85,26
75848,22351,Grade 2,94,72
581940,22354,Grade 5,44,36
858450,22356,Grade 5,86,66
958934,22358,Grade 5,43,40
388800,22362,Grade 4,37,35
156096,22365,Grade 3,94,85
123695,22366,Grade 1,85,73
822894,22367,Grade 5,71,41
118338,22368,Grade 2,101,89
206948,22369,Grade 1,102,80
223941,22371,Grade 5,77,60
155343,22372,Grade 5,40,32
34092,22374,Grade 1,53,36
16230,22375,Grade 4,74,65
822894,22377,Grade 5,86,72
491645,22379,Grade 5,44,35
20972,22380,Grade 1,95,66
607904,22381,Grade 1,83,63
273888,22382,Grade 5,72,53
56406,22383,Grade 4,38,38
259688,22387,Grade 2,97,48
108210,22388,Grade 3,96,84
28860,22389,Grade 2,102,80
858450,22392,Grade 4,89,53
218688,22393,Grade 3,78,66
218688,22394,Grade 1,46,10
9342,22395,Grade 4,91,73
359640,22401,Grade 3,91,22
792,22404,Grade 5,46,44
293664,22405,Grade 1,88,79
991980,22406,Grade 2,73,71
447445,22408,Grade 5,84,81
108210,22417,Grade 3,96,76
10904,22421,Grade 3,47,46
264915,22422,Grade 3,106,54
123695,22424,Grade 1,85,61
32940,22425,Grade 3,31,28
616880,22427,Grade 5,23,15
491645,22429,Grade 2,95,69
166905,22434,Grade 4,72,38
7956,22436,Grade 3,81,73
406350,22438,Grade 4,99,97
49404,22443,Grade 4,91,89
